date_key	buyer_code_sahamdari	buyer_code_melli	buyer_mahal_sodoor	type_of_buyer	buyer_broker_name	buyer_broker_code	seller_code_sahamdari	seller_code_melli	seller_mahal_sodoor	type_of_seller	seller_broker_name	seller_broker_code	number_of_units	price
14020307	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	3309	18150
14020308	xxxx	yyyy	خلخال	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	4	18560
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مراغه	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	2204	18590
14020308	xxxx	yyyy	جهرم	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	ssss	zzzz	مراغه	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	305	18590
14020307	xxxx	yyyy	جهرم	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	166	18470
14020307	xxxx	yyyy	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	2986	18480
14020307	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	6848	18470
14020309	xxxx	yyyy	تهران	حقوقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	چناران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	5635	18960
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌سهم‌آشنا	3I	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	50	18650
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	52	18700
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌3-پویااندیش	Jk	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	5	18740
14020308	xxxx	yyyy	سبزوار	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	200	18700
14020308	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	300	18720
14020309	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	201	18870
14020307	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1217	18180
14020308	xxxx	yyyy	ورامین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	250	18650
14020307	xxxx	yyyy	شمیران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	428	18200
14020307	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	300	18350
14020309	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	300	18990
14020309	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	4	18970
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	114	18650
14020307	xxxx	yyyy	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	4	18350
14020307	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1355	18200
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تدبیرگران‌فردا	3T	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	441	18650
14020308	xxxx	yyyy	سیرجان	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌رفاه‌کارگران	3Y	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1000	18650
14020309	xxxx	yyyy	لارستان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	2	18930
14020307	xxxx	yyyy	کرج	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	500	18290
14020308	xxxx	yyyy	بهار	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	اردبیل	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	4	18660
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌3-پویااندیش	Jk	ssss	zzzz	ری	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	4	18740
14020307	xxxx	yyyy	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	18150
14020307	xxxx	yyyy	قوچان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌حافظ1	3S	275	18150
14020307	xxxx	yyyy	میامی	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌کشاورزی	3K	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌حافظ1	3S	79	18150
14020307	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌حافظ1	3S	800	18140
14020307	xxxx	yyyy	گرگان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌حافظ1	3S	817	18150
14020307	xxxx	yyyy	کاشان	حقیقی ایرانی	مشتری‌الکترونیکی‌کارآمد	5V	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌حافظ1	3S	183	18150
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تدبیرگران‌فردا	3T	ssss	zzzz	آران‌ و بیدگل	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	250	18800
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌مسکن‌1	3U	ssss	zzzz	اهواز	حقیقی ایرانی	مشتری‌الکترونیکی‌کاریزما2-رایان	Og	1000	18600
14020308	xxxx	yyyy	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	اهواز	حقیقی ایرانی	مشتری‌الکترونیکی‌کاریزما2-رایان	Og	3000	18590
14020307	xxxx	yyyy	سراب	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	بویراحمد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	260	18570
14020307	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	26530	18130
14020307	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	18150
14020309	xxxx	yyyy	صحنه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	5000	18830
14020307	xxxx	yyyy	کرج	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	18230
14020310	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	2696	18520
14020310	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	912	18510
14020310	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	1877	18500
14020310	xxxx	yyyy	جویبار	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	لاهیجان	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	4	18570
14020310	xxxx	yyyy	بابل	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	آبادان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1000	18550
14020310	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	اسکو	حقیقی ایرانی	مشتری‌الکترونیکی‌کارگزاری‌آرمان‌تدبیرنقش‌جهان	u4	1304	18610
14020310	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	اسکو	حقیقی ایرانی	مشتری‌الکترونیکی‌کارگزاری‌آرمان‌تدبیرنقش‌جهان	u4	1235	18610
14020310	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	اسکو	حقیقی ایرانی	مشتری‌الکترونیکی‌کارگزاری‌آرمان‌تدبیرنقش‌جهان	u4	1269	18610
14020310	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	اسکو	حقیقی ایرانی	مشتری‌الکترونیکی‌کارگزاری‌آرمان‌تدبیرنقش‌جهان	u4	5496	18610
14020310	xxxx	yyyy	بندر دیلم	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌سامان	4Y	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	300	18540
14020310	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1834	18400
14020310	xxxx	yyyy	زاهدان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	500	18400
14020310	xxxx	yyyy	کرمانشاه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1000	18400
14020310	xxxx	yyyy	بم	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	60	18400
14020310	xxxx	yyyy	قم	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	6521	18400
14020310	xxxx	yyyy	ورامین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1085	18400
14020310	xxxx	yyyy	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1000	18580
14020310	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	406	18550
14020310	xxxx	yyyy	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	285	18590
14020310	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	5000	18590
14020310	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	624	18550
14020310	xxxx	yyyy	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	283	18590
14020310	xxxx	yyyy	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	59	18590
14020310	xxxx	yyyy	دالاهو	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	274	18580
14020310	xxxx	yyyy	همدان	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	347	18580
14020310	xxxx	yyyy	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	281	18590
14020310	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	350	18550
14020310	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	100	18550
14020310	xxxx	yyyy	سمنان	حقیقی ایرانی	مشتری‌الکترونیکی‌نهایتنگر2	3H	ssss	zzzz	شهریار	حقیقی ایرانی	مشتری‌الکترونیکی‌تدبیرگران‌فردا	3T	133	18650
14020310	xxxx	yyyy	سمنان	حقیقی ایرانی	مشتری‌الکترونیکی‌نهایتنگر2	3H	ssss	zzzz	شهریار	حقیقی ایرانی	مشتری‌الکترونیکی‌تدبیرگران‌فردا	3T	133	18650
14020310	xxxx	yyyy	بابل	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	اهواز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	383	18530
14020310	xxxx	yyyy	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	اهواز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	2686	18510
14020310	xxxx	yyyy	قم	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	اهواز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	48	18650
14020310	xxxx	yyyy	قم	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	اهواز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	200	18650
